"CODIGO_CARGO","SIGLA_PARTIDO","NUM_TURNO","DESCRICAO_CARGO","ANO_ELEICAO","NUMERO_PARTIDO","NUMERO_CANDIDATO","UF","NOME_CANDIDATO","QTDE_VOTOS"
"1","PSTU","1","PRESIDENTE","2014","16","16","GO","JOSÉ MARIA DE ALMEIDA","1765"
"1","PSTU","1","PRESIDENTE","2014","16","16","MA","JOSÉ MARIA DE ALMEIDA","4340"
"1","PSTU","1","PRESIDENTE","2014","16","16","MG","JOSÉ MARIA DE ALMEIDA","8358"
"1","PSTU","1","PRESIDENTE","2014","16","16","MS","JOSÉ MARIA DE ALMEIDA","977"
"1","PSTU","1","PRESIDENTE","2014","16","16","MT","JOSÉ MARIA DE ALMEIDA","474"
"1","PSTU","1","PRESIDENTE","2014","16","16","PA","JOSÉ MARIA DE ALMEIDA","3012"
"1","PSTU","1","PRESIDENTE","2014","16","16","PB","JOSÉ MARIA DE ALMEIDA","1071"
"1","PSTU","1","PRESIDENTE","2014","16","16","PE","JOSÉ MARIA DE ALMEIDA","2760"
"1","PSTU","1","PRESIDENTE","2014","16","16","PI","JOSÉ MARIA DE ALMEIDA","1456"
"1","PSTU","1","PRESIDENTE","2014","16","16","PR","JOSÉ MARIA DE ALMEIDA","4552"
"1","PSTU","1","PRESIDENTE","2014","16","16","RJ","JOSÉ MARIA DE ALMEIDA","14430"
"1","PSTU","1","PRESIDENTE","2014","16","16","RN","JOSÉ MARIA DE ALMEIDA","2830"
"1","PSTU","1","PRESIDENTE","2014","16","16","RO","JOSÉ MARIA DE ALMEIDA","429"
"1","PSTU","1","PRESIDENTE","2014","16","16","RR","JOSÉ MARIA DE ALMEIDA","209"
"1","PSTU","1","PRESIDENTE","2014","16","16","RS","JOSÉ MARIA DE ALMEIDA","4083"
"1","PSTU","1","PRESIDENTE","2014","16","16","SC","JOSÉ MARIA DE ALMEIDA","3975"
"1","PSTU","1","PRESIDENTE","2014","16","16","SE","JOSÉ MARIA DE ALMEIDA","1703"
"1","PSTU","1","PRESIDENTE","2014","16","16","SP","JOSÉ MARIA DE ALMEIDA","19129"
"1","PSTU","1","PRESIDENTE","2014","16","16","TO","JOSÉ MARIA DE ALMEIDA","247"
"1","PSTU","1","PRESIDENTE","2014","16","16","ZZ","JOSÉ MARIA DE ALMEIDA","648"
"1","PT","1","PRESIDENTE","2014","13","13","AC","DILMA VANA ROUSSEFF","111641"
"1","PT","1","PRESIDENTE","2014","13","13","AL","DILMA VANA ROUSSEFF","703809"
"1","PT","1","PRESIDENTE","2014","13","13","AM","DILMA VANA ROUSSEFF","915299"
"1","PT","1","PRESIDENTE","2014","13","13","AP","DILMA VANA ROUSSEFF","199016"
"1","PT","1","PRESIDENTE","2014","13","13","BA","DILMA VANA ROUSSEFF","4292850"
"1","PT","1","PRESIDENTE","2014","13","13","CE","DILMA VANA ROUSSEFF","3087658"
"1","PT","1","PRESIDENTE","2014","13","13","DF","DILMA VANA ROUSSEFF","363861"
"1","PT","1","PRESIDENTE","2014","13","13","ES","DILMA VANA ROUSSEFF","653839"
"1","PT","1","PRESIDENTE","2014","13","13","GO","DILMA VANA ROUSSEFF","1035911"
"1","PT","1","PRESIDENTE","2014","13","13","MA","DILMA VANA ROUSSEFF","2187864"
"1","PT","1","PRESIDENTE","2014","13","13","MG","DILMA VANA ROUSSEFF","4830867"
"1","PT","1","PRESIDENTE","2014","13","13","MS","DILMA VANA ROUSSEFF","507063"
"1","PT","1","PRESIDENTE","2014","13","13","MT","DILMA VANA ROUSSEFF","616411"
"1","PT","1","PRESIDENTE","2014","13","13","PA","DILMA VANA ROUSSEFF","2040981"
"1","PT","1","PRESIDENTE","2014","13","13","PB","DILMA VANA ROUSSEFF","1166860"
"1","PT","1","PRESIDENTE","2014","13","13","PE","DILMA VANA ROUSSEFF","2127010"
"1","PT","1","PRESIDENTE","2014","13","13","PI","DILMA VANA ROUSSEFF","1235337"
"1","PT","1","PRESIDENTE","2014","13","13","PR","DILMA VANA ROUSSEFF","1973421"
"1","PT","1","PRESIDENTE","2014","13","13","RJ","DILMA VANA ROUSSEFF","2971736"
"1","PT","1","PRESIDENTE","2014","13","13","RN","DILMA VANA ROUSSEFF","999625"
"1","PT","1","PRESIDENTE","2014","13","13","RO","DILMA VANA ROUSSEFF","345305"
"1","PT","1","PRESIDENTE","2014","13","13","RR","DILMA VANA ROUSSEFF","82942"
"1","PT","1","PRESIDENTE","2014","13","13","RS","DILMA VANA ROUSSEFF","2752075"
"1","PT","1","PRESIDENTE","2014","13","13","SC","DILMA VANA ROUSSEFF","1141102"
"1","PT","1","PRESIDENTE","2014","13","13","SE","DILMA VANA ROUSSEFF","601740"
"1","PT","1","PRESIDENTE","2014","13","13","SP","DILMA VANA ROUSSEFF","5930661"
"1","PT","1","PRESIDENTE","2014","13","13","TO","DILMA VANA ROUSSEFF","368431"
"1","PT","1","PRESIDENTE","2014","13","13","ZZ","DILMA VANA ROUSSEFF","24353"
"1","PT","2","PRESIDENTE","2014","13","13","AC","DILMA VANA ROUSSEFF","138982"
"1","PT","2","PRESIDENTE","2014","13","13","AL","DILMA VANA ROUSSEFF","941445"
"1","PT","2","PRESIDENTE","2014","13","13","AM","DILMA VANA ROUSSEFF","1033457"
"1","PT","2","PRESIDENTE","2014","13","13","AP","DILMA VANA ROUSSEFF","227509"
"1","PT","2","PRESIDENTE","2014","13","13","BA","DILMA VANA ROUSSEFF","5059860"
"1","PT","2","PRESIDENTE","2014","13","13","CE","DILMA VANA ROUSSEFF","3522884"
"1","PT","2","PRESIDENTE","2014","13","13","DF","DILMA VANA ROUSSEFF","582354"
"1","PT","2","PRESIDENTE","2014","13","13","ES","DILMA VANA ROUSSEFF","912391"
"1","PT","2","PRESIDENTE","2014","13","13","GO","DILMA VANA ROUSSEFF","1365964"
"1","PT","2","PRESIDENTE","2014","13","13","MA","DILMA VANA ROUSSEFF","2475985"
"1","PT","2","PRESIDENTE","2014","13","13","MG","DILMA VANA ROUSSEFF","5981162"
"1","PT","2","PRESIDENTE","2014","13","13","MS","DILMA VANA ROUSSEFF","590965"
"1","PT","2","PRESIDENTE","2014","13","13","MT","DILMA VANA ROUSSEFF","717412"
"1","PT","2","PRESIDENTE","2014","13","13","PA","DILMA VANA ROUSSEFF","2104151"
"1","PT","2","PRESIDENTE","2014","13","13","PB","DILMA VANA ROUSSEFF","1381305"
"1","PT","2","PRESIDENTE","2014","13","13","PE","DILMA VANA ROUSSEFF","3438829"
"1","PT","2","PRESIDENTE","2014","13","13","PI","DILMA VANA ROUSSEFF","1385265"
"1","PT","2","PRESIDENTE","2014","13","13","PR","DILMA VANA ROUSSEFF","2409677"
"1","PT","2","PRESIDENTE","2014","13","13","RJ","DILMA VANA ROUSSEFF","4489860"
"1","PT","2","PRESIDENTE","2014","13","13","RN","DILMA VANA ROUSSEFF","1201768"
"1","PT","2","PRESIDENTE","2014","13","13","RO","DILMA VANA ROUSSEFF","364213"
"1","PT","2","PRESIDENTE","2014","13","13","RR","DILMA VANA ROUSSEFF","97425"
"1","PT","2","PRESIDENTE","2014","13","13","RS","DILMA VANA ROUSSEFF","2998545"
"1","PT","2","PRESIDENTE","2014","13","13","SC","DILMA VANA ROUSSEFF","1354775"
"1","PT","2","PRESIDENTE","2014","13","13","SE","DILMA VANA ROUSSEFF","772482"
"1","PT","2","PRESIDENTE","2014","13","13","SP","DILMA VANA ROUSSEFF","8492620"
"1","PT","2","PRESIDENTE","2014","13","13","TO","DILMA VANA ROUSSEFF","428774"
"1","PT","2","PRESIDENTE","2014","13","13","ZZ","DILMA VANA ROUSSEFF","31059"
"1","PV","1","PRESIDENTE","2014","43","43","AC","EDUARDO JORGE MARTINS ALVES SOBRINHO","597"
"1","PV","1","PRESIDENTE","2014","43","43","AL","EDUARDO JORGE MARTINS ALVES SOBRINHO","3552"
"1","PV","1","PRESIDENTE","2014","43","43","AM","EDUARDO JORGE MARTINS ALVES SOBRINHO","4395"
"1","PV","1","PRESIDENTE","2014","43","43","AP","EDUARDO JORGE MARTINS ALVES SOBRINHO","1254"
"1","PV","1","PRESIDENTE","2014","43","43","BA","EDUARDO JORGE MARTINS ALVES SOBRINHO","15722"
"1","PV","1","PRESIDENTE","2014","43","43","CE","EDUARDO JORGE MARTINS ALVES SOBRINHO","14094"
"1","PV","1","PRESIDENTE","2014","43","43","DF","EDUARDO JORGE MARTINS ALVES SOBRINHO","19478"
"1","PV","1","PRESIDENTE","2014","43","43","ES","EDUARDO JORGE MARTINS ALVES SOBRINHO","11875"
"1","PV","1","PRESIDENTE","2014","43","43","GO","EDUARDO JORGE MARTINS ALVES SOBRINHO","12259"
"1","PV","1","PRESIDENTE","2014","43","43","MA","EDUARDO JORGE MARTINS ALVES SOBRINHO","6965"
"1","PV","1","PRESIDENTE","2014","43","43","MG","EDUARDO JORGE MARTINS ALVES SOBRINHO","54483"
"1","PV","1","PRESIDENTE","2014","43","43","MS","EDUARDO JORGE MARTINS ALVES SOBRINHO","4093"
"1","PV","1","PRESIDENTE","2014","43","43","MT","EDUARDO JORGE MARTINS ALVES SOBRINHO","4128"
"1","PV","1","PRESIDENTE","2014","43","43","PA","EDUARDO JORGE MARTINS ALVES SOBRINHO","12260"
"1","PV","1","PRESIDENTE","2014","43","43","PB","EDUARDO JORGE MARTINS ALVES SOBRINHO","7791"
"1","PV","1","PRESIDENTE","2014","43","43","PE","EDUARDO JORGE MARTINS ALVES SOBRINHO","13349"
"1","PV","1","PRESIDENTE","2014","43","43","PI","EDUARDO JORGE MARTINS ALVES SOBRINHO","4385"
"1","PV","1","PRESIDENTE","2014","43","43","PR","EDUARDO JORGE MARTINS ALVES SOBRINHO","44755"
"1","PV","1","PRESIDENTE","2014","43","43","RJ","EDUARDO JORGE MARTINS ALVES SOBRINHO","68032"
"1","PV","1","PRESIDENTE","2014","43","43","RN","EDUARDO JORGE MARTINS ALVES SOBRINHO","5346"
"1","PV","1","PRESIDENTE","2014","43","43","RO","EDUARDO JORGE MARTINS ALVES SOBRINHO","2368"
"1","PV","1","PRESIDENTE","2014","43","43","RR","EDUARDO JORGE MARTINS ALVES SOBRINHO","780"
"1","PV","1","PRESIDENTE","2014","43","43","RS","EDUARDO JORGE MARTINS ALVES SOBRINHO","43703"
"1","PV","1","PRESIDENTE","2014","43","43","SC","EDUARDO JORGE MARTINS ALVES SOBRINHO","30239"
"1","PV","1","PRESIDENTE","2014","43","43","SE","EDUARDO JORGE MARTINS ALVES SOBRINHO","3733"
"1","PV","1","PRESIDENTE","2014","43","43","SP","EDUARDO JORGE MARTINS ALVES SOBRINHO","236966"
"1","PV","1","PRESIDENTE","2014","43","43","TO","EDUARDO JORGE MARTINS ALVES SOBRINHO","1430"
"1","PV","1","PRESIDENTE","2014","43","43","ZZ","EDUARDO JORGE MARTINS ALVES SOBRINHO","2067"
